,Title,Studios,Genres,Rank,Completed_count,Year,Anime_id
7434,UQ Holder!: Mahou Sensei Negima! 2 (OVA),J.C.Staff,Action|Fantasy|Sci-Fi|Shounen,3126,11649,2017,34604
7435,Gosenzo-sama Banbanzai!,Studio Pierrot,Comedy|Drama|Sci-Fi|Psychological,5834,2180,1989,4639
7436,Golden Kamuy 2nd Season OVA,Geno Studio,Action|Adventure|Historical|Seinen,2387,9218,2019,38710
7437,"Boku, Otaryman.",Panda Factory|Studio PuYUKAI,Comedy|Slice of Life|Seinen,7005,2865,2010,7597
7438,Ranma ½: Yomigaeru Kioku,Gainax|Studio Deen,Comedy|Drama|Romance|Shounen,2405,13148,1994,1008
7439,Shimaizuma: Shimaizuma 3 The Animation,Studio Jam,Hentai,5951,2885,2007,3919
7440,Birth,Kaname Productions|Idol,Action|Adventure|Comedy|Sci-Fi,7544,2647,1984,2607
7441,Tokio Kidou Police,Arms,Comedy|Romance|Hentai|Parody,8237,1285,1997,1405
7442,D.C. I&II P.S.P. Re-Animated,Zexcs,Drama|Romance|Harem,5674,3222,2010,9353
7443,Cosmos Pink Shock,AIC,Comedy|Sci-Fi|Parody|Space,8927,1404,1986,4150
7444,Aoi Umi no Tristia,ufotable,Adventure|Mecha,8326,2018,2004,1586
7445,Kyoushoku Soukou Guyver (1989),,Action|Horror|Sci-Fi|Super Power,3958,6948,1989,6016
7446,Seijuuden: Twin Dolls,Arms,Action|Supernatural|Hentai|Demons,9136,923,1994,3534
7447,Hatsukoi,,Hentai,8730,1138,2004,5208
7448,Lime-iro Senkitan: Nankoku Yume Roman,Studio Hibari,Action|Comedy|Ecchi|Mecha,7910,1506,2004,2307
7449,Shinseiki Inma Seiden,Arms,Supernatural|Hentai|School,8218,1047,2001,2189
7450,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,Studio Deen,Comedy|Fantasy|Shoujo,5469,4213,2013,16928
7451,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,AIC,Action|Comedy|Sci-Fi|Harem|Space|Shounen,3946,7419,2005,1147
7452,Utawarerumono OVA,Chaos Project,Action|Comedy|Fantasy,3230,12554,2009,3593
7453,Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,Seven,Fantasy|Supernatural|Hentai|Demons,4717,3636,2019,40336
7454,Burn Up!,AIC,Action|Comedy|Sci-Fi|Ecchi|Police,6583,4495,1991,767
7455,Kamyla,Studio March,Hentai|Police,8887,1097,2002,3921
7456,Tonari no 801-chan R,A-1 Pictures,Comedy|Music,8251,1903,2009,6641
7457,Houkago Renai Club: Koi no Étude,Dangun Pictures,Hentai,9787,585,1998,4818
7458,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,TMS Entertainment,Adventure|Comedy|Mystery|Police|Shounen,3109,11911,2003,2513
7459,Tobira wo Akete (1995),Studio 4°C,Avant Garde|Fantasy,7237,2556,1995,1979
7460,Oyome-sama Honey Days♥,BreakBottle,Hentai,7976,1580,2014,24327
7461,Visionary,Knack Productions,Hentai,9638,634,1995,4700
7462,"""Eiyuu"" Kaitai",Zexcs,Comedy|Drama,7660,2462,2016,33363
7463,Arslan Senki,animate Film|Aubec,Action|Adventure|Drama|Fantasy|Historical,4138,7709,1991,1762
7464,Junjou Shoujo Et Cetera,Studio 1st,Hentai,5568,3151,2013,19569
7465,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,Studio Pierrot,Action|Adventure|Supernatural|Shounen,3644,7356,1994,2125
7466,Subarashiki Kokka no Kizukikata,,Hentai,7527,1018,2019,40305
7467,Eromame,Studio 9 Maiami,Hentai,6565,2452,2014,27879
7468,Aquarian Age: Saga II - Don't Forget Me...,Madhouse,Action|Drama|Super Power,8283,1533,2003,1268
7469,Jungle wa Itsumo Hare nochi Guu Deluxe,Shin-Ei Animation,Comedy|Slice of Life,2672,8827,2002,254
7470,Reinou Tantei Miko,Studio Deen,Comedy|Hentai,8942,813,2000,2721
7471,Gunsmith Cats,OLM,Action|Comedy|Police|Seinen,1900,23179,1995,650
7472,Shikoyaka Naru Toki mo Hameru Toki mo,Queen Bee,Hentai,6987,1862,2020,42848
7473,Shihai no Kyoudan,PoRO,Hentai,6543,1032,2020,41397
7474,Haitoku no Kyoukai,Nur,Hentai,7076,1318,2021,44194
7475,Ningyou Tsukai,JCF,Hentai,9608,711,1996,4774
7476,Yokohama Kaidashi Kikou: Quiet Country Cafe,Ajia-Do,Sci-Fi|Slice of Life|Seinen,3495,9846,2002,976
7477,Yobai Suru Shichinin no Harame,Studio 1st,Hentai|Harem,6241,2427,2014,24745
7478,Chikan Juunin-tai The Animation,Sugar Boy,Hentai,7992,1311,2004,4562
7479,Flutter of Birds II: Tenshi-tachi no Tsubasa,Arms,Drama|Romance|Hentai,9280,790,2003,2208
7480,El Hazard: The Magnificent World,AIC,Adventure|Comedy|Fantasy|Romance,2969,9700,1995,117
7481,Gakuen no Shuryousha,Y.O.U.C,Hentai,7905,1556,2003,2266
7482,Yume de Aetara,J.C.Staff,Comedy|Drama|Romance|Ecchi|Seinen,6517,2677,1998,715
7483,Sansha Mendan: Rensa Suru Chijoku Choukyou no Gakuen,PoRO,Hentai|School,6629,1207,2019,38975
7484,Shishunki Sex,Studio 1st,Hentai,4369,1040,2019,35926
7485,Yariman Fudousan,,Hentai,7642,2013,2014,22815
7486,Mizuiro,Arms,Hentai,8634,1132,2002,1038
7487,Prayers,PPM,Sci-Fi,9563,577,2005,2455
7488,Shoujo Auction,Y.O.U.C,Hentai,8177,1365,2005,3557
7489,You Shoumei Bijutsukan Line,Toei Animation,Fantasy,9998,432,2006,6183
7490,I'll/CKBC,M.S.C,Action|Sports|School|Shounen,6812,2680,2002,359
7491,Mitsuwano,Zexcs,Slice of Life,7105,2764,2014,21649
7492,Tokubetsu Jugyou 2,Y.O.U.C,Hentai,8869,1119,2003,2380
7493,Heisa Byoutou,Y.O.U.C,Hentai,8618,1018,2001,4009
7494,Soreyuke Marin-chan,Studio G-1Neo,Sci-Fi|Hentai,6973,1819,2001,2410
7495,Rhythm: Koi no Rhythm,Project Team Sarah,Hentai,10447,319,1998,5573
7496,Shitsurakuen,Y.O.U.C,Hentai,9467,769,2008,4479
7497,Jii Tousaku,,Hentai,9077,797,2002,5403
7498,Detective Conan OVA 12: The Miracle of Excalibur,TMS Entertainment,Comedy|Mystery|Sports|Police|Shounen,3976,7853,2012,13839
7499,Mi-da-ra,Studio Jam,Hentai,9142,796,2002,3384
7500,Deadman Wonderland: Akai Knife Tsukai,Manglobe,Action|Horror|Sci-Fi|Shounen,1622,105175,2011,10418
7501,Inmu 2,PP Project,Hentai,9251,743,2001,4400
7502,Uwaki to Honki The Animation,Seven,Hentai,5983,3255,2020,42324
7503,Charm Point 1: Sister's Rondo,,Hentai,9297,934,1999,2874
7504,Shuuchuu Chiryou Shitsu,Y.O.U.C,Hentai,9089,778,2004,5399
7505,Kidou Keisatsu Patlabor,Production I.G|Studio Deen,Comedy|Sci-Fi|Mecha|Police,2604,13473,1988,1288
7506,Korashime,Y.O.U.C,Hentai,8472,1302,2001,3382
7507,Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,T-Rex,Hentai,5497,2873,2014,24911
7508,X OVA,Madhouse,Drama|Fantasy|Mystery|Romance|Supernatural,4332,8473,2001,595
7509,Gochuumon wa Usagi Desu ka??: Sing for You,production doA,Comedy|Slice of Life,1995,12279,2019,38333
7510,Gakuen Nanafushigi,Studio Jam,Supernatural|Hentai,7606,1669,2003,3802
7511,Nodame Cantabile OVA,J.C.Staff,Comedy|Romance|Slice of Life|Music|Josei,1959,19948,2009,6187
7512,Happiness!: Watarase Jun no Kareinaru Ichinichi,Artland,Comedy|Fantasy,5239,4538,2007,1902
7513,Taimanin Shiranui: Inyoku no Dorei Shoufu,Teatro Nishi Tokyo Studio,Hentai,8547,972,2021,50251
7514,Cosplay Complex: Extra Identification,TNK,Comedy,8225,1802,2004,983
7515,"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",Office No. 8,Hentai,6523,2490,2017,36461
7516,Mahou Shoujo Sae,,Hentai,9043,975,2006,5401
7517,Chiisana Tsubomi no Sono Oku ni...,Nur,Hentai,5180,0,2020,41236
7518,Elf no Oshiego to Sensei,Flavors Soft,Fantasy|Hentai|School,6113,2858,2018,38038
7519,Megane no Megami,T-Rex,Hentai,4489,3947,2019,39058
7520,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,TMS Entertainment,Comedy|Mystery|Police|Shounen,2928,11998,2006,1368
7521,Mai-Otome Zwei,Sunrise,Action,2964,13877,2006,1609
7522,Handsome Girl,J.C.Staff,Romance|Shoujo,8211,2090,1992,1115
7523,Concerto,,Hentai,9905,664,2001,5605
7524,Shino-sensei no Yuuwaku Jugyou,Front Line,Hentai,8004,1576,2004,3532
7525,Jisshuusei,Image House,Hentai,10600,266,2002,12551
7526,3x3 Eyes: Seima Densetsu,Studio Junio,Action|Adventure|Fantasy|Horror|Romance|Demons,3877,9439,1995,1225
7527,Yakusai Kochou,,Comedy|Supernatural|Ecchi,9191,1303,1997,2384
7528,"Tenioha! 2: Limit Over - Mada Mada Ippai, Ecchi Shiyo? The Animation",Studio 1st,Hentai,5501,2829,2020,41207
7529,Oshiete Re: Maid,Flavors Soft,Hentai,6051,2978,2007,3940
7530,Private Emotion,Dream Entertainment,Hentai,9488,788,2003,2936
7531,Detective Conan OVA 04: Conan and Kid and Crystal Mother,TMS Entertainment,Adventure|Mystery|Police|Shounen,2482,13361,2004,2514
7532,Red Garden: Dead Girls,Gonzo,Mystery|Mecha,6093,4466,2007,2267
7533,Pico to Chico,Sugar Boy|Blue Cat,Boys Love|Hentai,5073,61086,2007,5391
7534,Kyou kara Maou! R,Studio Deen,Adventure|Comedy|Fantasy|Demons|Shoujo,2499,13920,2007,2971
7535,Sakusei Byoutou The Animation,Seven,Hentai,5431,0,2021,48651
7536,Kininaru Kimochi,,Hentai,7566,2124,2004,3350
7537,Tres Marias: Sannin no Sei Shojo,Y.O.U.C,Hentai,9325,924,2001,3377
7538,Otome Chibaku Yuugi,Suzuki Mirano,Hentai,6753,2516,2010,7581
7539,Psychic Force,Triangle Staff,Action|Sci-Fi|Super Power|Shounen,9275,1151,1998,1027
7540,Paizuri Cheerleader vs. Sakunyuu Ouendan!,T-Rex,Hentai,5780,3222,2014,24271
7541,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,Melissa,Hentai,5328,3775,2009,7178
7542,Karneval,Manglobe,Fantasy|Sci-Fi|Josei,4292,8184,2012,16033
7543,Kaette Kita Court no Naka no Tenshi-tachi,P core,Hentai,8697,1086,2001,1513
7544,Shusaku Liberty,ORADA COMPANY,Hentai,8531,1243,2003,2376
7545,Boku to Nurse no Kenshuu Nisshi The Animation,Studio 1st,Hentai,4712,3963,2018,38252
7546,Frame Arms: A Violent Struggle,Studio A-CAT,Mecha,10192,539,2015,30010
7547,Kisaku Spirit,Himajin Planning,Hentai,7860,1469,2004,2378
7548,Aku no Onna Kanbu: Full Moon Night R,T-Rex,Hentai,5434,2923,2020,43013
7549,Natsu-iro no Sunadokei,Picture Magic|Rikuentai,Drama|Romance|Sci-Fi,5660,4450,2004,622
7550,RG Veda,animate Film,Adventure|Drama|Fantasy,6696,4388,1991,439
7551,Virgin Night,Shinkuukan,Romance|Hentai,6656,2303,2001,823
7552,Koihime,Dream Entertainment,Fantasy|Supernatural|Hentai|Harem,6102,2845,2000,2441
7553,Mechiku,Y.O.U.C,Hentai,10040,587,1999,3542
7554,Shakkin Shimai,Blue Cat,Hentai|School,7737,1918,2007,4653
7555,Seme♥Chichi,Y.O.U.C,Hentai,8035,1541,2010,9327
7556,Dousou Kai,Arms,Romance|Hentai|Harem,8948,920,1998,692
7557,Shakuen no Eris,PoRO,Fantasy|Hentai,7371,1195,2019,39680
7558,Onna Kyoushi Nijuusan-sai,,Hentai,8991,769,2003,4852
7559,Pia Carrot e Youkoso!! 2,,Comedy|Romance|Hentai,7846,1339,1998,214
7560,Can Can Bunny Extra,Triple X,Fantasy|Romance|Hentai,7572,1618,1996,1275
7561,Vampire,Y.O.U.C,Supernatural|Hentai|Vampire,6161,3305,2011,11031
7562,Midnight Panther,Arms,Action|Adventure|Fantasy|Hentai,8407,1272,1998,1763
7563,Mahou no Rouge Lipstick,,Hentai,10151,448,1985,3643
7564,Jinshin Yuugi,Office AO,Hentai,8664,1037,2001,828
7565,Soukan Yuugi 2,Y.O.U.C,Hentai,6617,2819,2009,6891
7566,Rebiya,,Hentai,10469,324,2003,5552
7567,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,J.C.Staff,Adventure|Comedy|Fantasy|Romance|Ecchi,3059,59397,2020,40453
7568,Rennyuu Tales The Animation,Office Takeout,Hentai,6417,2271,2014,23719
7569,Renai Fuyou Gakuha The Animation,T-Rex,Hentai,5680,3215,2014,23665
7570,Trouble Evocation,AIC,Drama|Romance|Hentai,9127,739,1996,5191
7571,Kanpeki Ojousama no Watakushi ga Dogeza de Mazo Ochisuru Choroin na Wakenai desu wa!,PoRO,Hentai,5793,1768,2019,38620
7572,Youjuu Kyoushitsu Gaiden,,Horror|Hentai|Demons,9677,617,1995,2339
7573,JaJa Uma! Quartet,Movic,Adventure|Comedy|Fantasy|Shounen,9814,899,1997,1855
7574,Hetalia: The Beautiful World Extra Disc,Studio Deen,Comedy|Historical|Parody,4158,6151,2014,21075
7575,Black Jack,Tezuka Productions,Drama|Mystery|Suspense|Psychological,2417,12513,1993,1520
7576,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,Anpro|teamKG,Fantasy|Romance|Historical|Josei,8314,1939,2014,22295
7577,Pianist,J.T.P.P.,Hentai,9948,655,1998,3564
7578,Suika,APPP,Drama|Fantasy|Romance|Hentai,6481,2797,2003,1263
7579,Golgo 13: Queen Bee,Tezuka Productions|Filmlink International,Action|Adventure|Drama|Military|Seinen,5244,5179,1998,1761
7580,Tonari no Oneesan,Y.O.U.C,Comedy|Hentai,8368,1541,2000,2540
7581,Gakuen Shimai,Pink Cat,Hentai,6134,2674,2008,5214
7582,Kekkai,,Hentai,9508,884,2002,3093
7583,Luv Wave,Triple X,Action|Drama|Horror|Mystery|Romance|Sci-Fi|Hentai|Police,8166,1402,2000,3254
7584,Imouto Twins,Y.O.U.C,Hentai,8074,1835,2006,13643
7585,Kibun Kibun,Ai Yume Mai,Hentai,9255,682,2003,4603
7586,VS Knight Lamune & 40 Fresh,Production Reed,Adventure|Comedy|Sci-Fi|Ecchi|Mecha|Space,8624,1246,1997,1411
7587,Sotsugyou M: Ore-tachi no Carnival,Artland,Drama|School,9093,1002,1999,2779
7588,Otome Hime,Studio 1st,Hentai,6377,2933,2014,27909
7589,Wheels,,Comedy,10676,486,2000,13421
7590,Super Mario World: Mario to Yoshi no Bouken Land,,Comedy|Game|Kids,9660,878,1991,32521
7591,Jokei Kazoku: Inbou,T-Rex,Hentai,6350,2851,2006,4698
7592,Oni-Tensei,AIC,Horror|Supernatural|Hentai,7790,1326,2000,3427
7593,Yurumates,,Comedy|Slice of Life|Seinen,5848,3430,2009,6148
7594,Youkou no Ken,,Adventure|Comedy|Hentai,7864,1591,2004,2021
7595,Pure Mail,Datama Film,Hentai,7281,1996,2001,211
7596,Shamanic Princess,Triangle Staff,Action|Fantasy|Romance,5337,5414,1996,1182
7597,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,Studio Pierrot,Comedy,5486,5129,1993,12455
7598,Hontou ni Atta,,Hentai,7704,2052,2013,19635
7599,Boku to Joi no Shinsatsu Nisshi The Animation,Studio 1st,Hentai,4830,3963,2019,40472
7600,Innocent: Shoujo Memoria,Office No. 8,Hentai,7851,1831,2011,10938
7601,Fantasia,Production I.G,Comedy|Drama|Fantasy|Romance,9282,1407,1993,3597
7602,Suishou no Yoru: Aoi Kokuhaku yori,,Hentai,10300,285,2003,5555
7603,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,Seven,Hentai,5987,3283,2017,34639
7604,Cele Kano,Y.O.U.C,Hentai,6912,2564,2012,12955
7605,Mamono Hunter Youko,Madhouse,Comedy|Fantasy|Horror|Supernatural,5966,5232,1990,1280
7606,Seishou Jogangu Alice Doll,Meltdown,Hentai,9804,661,2000,4867
7607,One: Kagayaku Kisetsu e - True Stories,Arms,Hentai,7379,1601,2003,1113
7608,Dragon's Heaven,AIC|Artmic,Action|Adventure|Fantasy|Sci-Fi|Mecha,6504,4177,1988,3135
7609,Kirara,,Comedy|Romance|Slice of Life|Supernatural|Ecchi,7258,2211,2000,2526
7610,Genzai Byoto,,Hentai,10098,456,1999,4817
7611,Emi to Yobanaide,Triple X,Hentai,9918,656,1997,5609
7612,Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,T-Rex,Hentai,5440,3050,2018,37088
7613,Madonna: Kanjuku Body Collection,Studio 1st,Hentai|Harem,6477,2397,2014,24851
7614,Detective Conan OVA 11: A Secret Order from London,TMS Entertainment,Adventure|Comedy|Mystery|Police|Shounen,3178,9330,2011,10703
7615,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,Chaos Project,Comedy|Ecchi,6694,2639,2007,3417
7616,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,Maboroshi Koubou,Hentai,7101,2673,2007,3916
7617,Hyakki,Arms,Horror|Hentai,8831,1195,2003,1782
7618,Tokyo Requiem,Studio Jam,Supernatural|Hentai|Demons,8627,1320,2005,3681
7619,Maryuu Senki,AIC,Fantasy|Horror,9617,959,1987,6061
7620,Jukujo Shigan,,Hentai,9164,812,2017,36254
7621,Kuro no Danshou,JOF,Horror|Hentai,8500,1263,1999,220
7622,Do S na Seitokaichou-sama ga M Note ni Shihai Saremashita.,PoRO,Hentai|School,6463,2440,2018,36721
7623,Maid Ane,Y.O.U.C,Hentai,7468,1962,2011,10728
7624,Yousei Hime Ren,,Adventure|Comedy|Fantasy,7428,2234,1995,1630
7625,Hi.Me.Go.To,Chaos Project,Hentai,7503,1919,2001,1781
7626,Tales of Phantasia The Animation,Actas,Adventure|Fantasy|Shounen,3697,13321,2004,391
7627,Ayane-chan High Kick!,Rikuentai|Nikkatsu,Comedy|Sports|Shounen,7526,3018,1997,2183
7628,Lovely ♡,New Generation,Hentai,4596,3327,2019,40023
7629,Furifure 2,PoRO,Hentai,6421,1972,2018,36876
7630,Sei Shoujo The Animation,Office Takeout,Hentai,6167,2439,2014,24021
7631,Saiyuuki Reload: Burial,Studio Pierrot,Action|Adventure|Drama|Fantasy|Demons|Shoujo,3404,6159,2007,2143
7632,Nikuyoku Gangu Takuhainin,Shindeban Film,Hentai,7649,1603,2002,2431
7633,Shimai Ningyou,,Hentai,9141,1086,2006,5576
7634,Negima!? Natsu Special!?,Shaft,Comedy|Fantasy|Romance|Ecchi,3408,12095,2006,1732
7635,Futari no Aniyome,Dream Entertainment,Hentai,7341,1776,2006,5321
7636,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,Suzuki Mirano,Hentai,5438,3635,2013,17537
7637,Totsukuni no Shoujo,Wit Studio,Supernatural|Shounen,1876,15848,2019,39495
7638,Tokyo Babylon,Madhouse,Action|Mystery|Supernatural,4113,10844,1992,1043
7639,Boku no Chikyuu wo Mamotte,Production I.G,Drama|Sci-Fi|Shoujo,4232,6519,1993,526
7640,Psycho Diver: Mashou Bosatsu,Madhouse,Horror|Sci-Fi|Psychological,8272,2220,1997,1767
7641,Izumo (2003),Studio Jam,Adventure|Comedy|Fantasy|Hentai,8195,1015,2003,3329
7642,Maids in Dream,,Hentai,8638,1250,2003,2444
7643,SD Gundam Gaiden,,Adventure|Comedy|Fantasy|Mecha,8646,1326,1990,1939
7644,Oni Chichi 2,PoRO,Hentai,4054,18344,2010,9308
7645,MD Geist II: Death Force,Zero-G Room,Action|Sci-Fi|Mecha|Military,8013,5552,1996,1286
7646,Keraku-No-OH King of Pleasure,Image House,Hentai,8663,945,2002,4488
7647,Key the Metal Idol,Studio Pierrot,Action|Drama|Sci-Fi|Mecha|Music|Psychological,4730,5671,1994,1457
7648,Chinetsu Karte: The Devilish Cherry,Suzuki Mirano,Hentai,6120,2928,2009,6686
7649,Jewelry The Animation,Studio 1st,Romance|Hentai,5705,4017,2018,36956
7650,Tonari no Ie no Anette-san The Animation,Seven,Hentai,5948,3365,2020,40639
7651,Kakyuusei,Triple X,Drama|Romance|Hentai|Harem,9192,781,1995,2610
7652,Quiz Magic Academy: The Original Animation 2,AIC PLUS+,Action|Comedy|Fantasy|School,7239,3153,2010,7549
7653,J* Fuuzoku Gakuensai,T-Rex,Hentai|School,4474,4862,2021,48626
7654,Mahou Yuugi 3D,AIC,Comedy,8986,1175,2001,2278
7655,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,Madhouse,Fantasy|Romance|Shoujo,1715,25462,2017,35320
7656,Onii-chan Asa made Zutto Gyutte Shite!,Studio 1st,Hentai,5870,0,2020,40022
7657,Mama Puri!?,Y.O.U.C,Hentai,5427,3908,2009,6692
7658,Strike Witches: Operation Victory Arrow,SILVER LINK.,Action|Sci-Fi|Ecchi|Military,2936,12839,2014,23725
7659,Miss Monochrome The Animation: Manager,SANZIGEN,Comedy|Slice of Life|Music,6137,4445,2014,28179
7660,Sailor Fuku Shinryou Tsumaka,Y.O.U.C,Hentai,7944,1392,2011,10043
7661,Bishoujo Senshi Sailor Moon Memorial,Toei Animation,Romance|Demons|Shoujo,3340,10149,1998,8756
7662,Ikusa Otome Valkyrie G,T-Rex,Fantasy|Supernatural|Hentai,6969,2064,2012,14047
7663,H. P. Lovecraft's The Dunwich Horror and Other Stories,Toei Animation,Horror,8315,1023,2007,3906
7664,Yuuwaku Countdown: Akira,OLM,Hentai,8609,925,1997,4608
7665,Hooligan,Y.O.U.C,Hentai,8873,1252,2001,2439
7666,Momoiro Milk,Studio 9 Maiami,Hentai,7038,2100,2015,30269
7667,Tsumamigui,Himajin Planning,Hentai,6461,3213,2003,1403
7668,Choubatsu Yobikou,Y.O.U.C,Hentai|School,8117,1754,2004,2435
7669,Yozakura Quartet: Hoshi no Umi,Tatsunoko Production,Action|Comedy|Supernatural|Super Power|Shounen,1935,20328,2010,8457
7670,Kimihagu,Studio Soul,Hentai,5911,3005,2009,6531
7671,Shinkyoku no Grimoire The Animation,T-Rex,Fantasy|Supernatural|Hentai|Demons,5756,2938,2014,27413
7672,Variable Geo,Chaos Project,Action|Ecchi|Martial Arts|Super Power|Shounen,8442,2120,1996,1183
7673,"Suisei no Gargantia: Meguru Kouro, Haruka",Production I.G,Action|Adventure|Sci-Fi|Mecha,1815,24627,2014,23319
7674,Oshaburi Announcer,T-Rex,Hentai,5676,2945,2014,23247
7675,Injuu Seisen XX,Arms,Action|Supernatural|Hentai,9860,475,1997,12061
7676,Rensa Byoutou,Anime Antenna Iinkai,Hentai,6039,2612,2007,3941
7677,Hana to Hebi The Animation,Sumomo Film,Hentai,8410,1238,2006,3795
7678,Imouto de Ikou!,Datama Film,Hentai,7047,2478,2003,1510
7679,Under the Dog,Kinema Citrus|Orange,Action|Sci-Fi|Suspense,4166,27315,2016,27387
7680,To LOVE-Ru Darkness OVA,Xebec,Comedy|Romance|Sci-Fi|Ecchi|Harem|School|Shounen,1236,85866,2012,13851
7681,"Yondemasu yo, Azazel-san.",Production I.G,Comedy|Supernatural|Demons,2262,13221,2010,7762
7682,Cosplay Rakuen,Jumondo,Hentai,7470,2541,2014,22081
7683,Oshioki: Gakuen Reijou Kousei Keikaku,Studio 9 Maiami,Hentai,6865,2301,2011,11749
7684,Kekkai Sensen: Ousama no Restaurant no Ousama,Bones,Action|Comedy|Fantasy|Supernatural|Super Power|Shounen,1926,26386,2016,32574
7685,Fuurinkanzan,Schoolzone,Hentai,8466,1442,2013,19523
7686,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,Office Takeout,Hentai,5600,3383,2015,28859
7687,Hataraku Otona no Renai Jijou The Animation,Office No. 8,Hentai,6182,2828,2016,34168
7688,Chimera: Target I Datenshi Kourin,Studio Sign,Drama|Hentai,9691,871,1997,4697
7689,Genmukan,Studio Kyuuma,Hentai,6407,3418,2003,2590
7690,Himekishi Angelica,,Hentai,7073,2393,2008,5686
7691,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Phoenix Entertainment,Action|Drama|Sci-Fi|Mecha|Super Power|Shounen,3456,7752,1992,2321
7692,Warau Kangofu The Animation,Flavors Soft,Hentai,5826,3353,2007,3636
7693,Kunoichi Sakuya,Schoolzone,Hentai,8153,1215,2011,9939
7694,Saishuu Chikan Densha,T-Rex,Hentai,6862,2387,2002,2275
7695,Megane na Kanojo,AIC Takarazuka,Comedy|Romance|School|Shounen,4273,8532,2010,9335
7696,Enyoku,Studio Jam,Hentai,7173,2455,2007,4494
7697,Flying Luna Clipper,,Avant Garde|Comedy|Ecchi|Music|Parody|Psychological,9166,545,1987,39020
7698,Detective Conan OVA 10: Kid in Trap Island,TMS Entertainment,Adventure|Comedy|Mystery|Police|Shounen,2340,13367,2010,8609
7699,Bakunyuu Shimai,Y.O.U.C,Hentai,7276,2203,2005,1779
7700,Macross Dynamite 7,Production Reed,Adventure|Comedy|Sci-Fi|Mecha|Space|Shounen,4649,6878,1997,1398
7701,Pia Carrot e Youkoso!!,,Comedy|Romance|Hentai,7814,1821,1997,213
7702,Aniyome,Y.O.U.C,Hentai,6597,3076,2004,2140
7703,Kotowari: Kimi no Kokoro no Koboreta Kakera,Nihikime no Dozeu,Hentai,6130,3049,2013,17541
7704,Good Morning Call,Production I.G,Comedy|Drama|Romance|School|Shoujo,6466,4555,2001,1056
7705,Kure-nai OVA,Brain's Base,Action|Comedy,4137,8507,2010,8078
7706,Mahou Sensei Negima!: Mou Hitotsu no Sekai,Shaft|Studio Pastoral,Action|Adventure|Supernatural|Ecchi|Shounen,2802,12180,2009,6050
7707,Otome Nadeshiko Koi Techou,,Historical|Shoujo,7078,3404,2012,13673
7708,Kill Me Baby: Butsuzou Kegatte Nise Halloween,J.C.Staff,Comedy|School,3878,9577,2013,20039
7709,Tales of Symphonia The Animation: Tethe'alla-hen,ufotable,Action|Adventure|Fantasy|Martial Arts,2288,17626,2010,5306
7710,Tokyo Marble Chocolate,Production I.G,Romance|Slice of Life,2904,13613,2007,3088
7711,Ikoku na Retro,Studio 1st,Hentai,6371,3088,2015,29703
7712,Kimi Omou Koi,New Generation,Hentai,4046,4860,2018,38330
7713,Rankou Choukyou: Maid ni Natta Shoujo,Aiti St.,Hentai,9352,808,2001,3094
7714,Riding Bean,AIC|Artmic,Action|Cars|Police|Seinen,3350,10803,1989,917
7715,Vampire Hunter,Madhouse,Action|Adventure|Drama|Fantasy|Supernatural|Vampire,4672,8489,1997,1952
7716,Shin Hokuto no Ken,A.C.G.T.,Action|Sci-Fi|Martial Arts|Shounen,4207,7310,2003,1357
